"id","woonplaats","gemeente","provincie","latitude","longitude"
1913,"Sprundel","Rucphen","Noord-Brabant",51.5353221,4.5930928
1914,"Rucphen","Rucphen","Noord-Brabant",51.5335666,4.5603199
1915,"Schijf","Rucphen","Noord-Brabant",51.4960157,4.5313899
1917,"Wouw","Roosendaal","Noord-Brabant",51.5218976,4.3887158
1918,"Wouwse Plantage","Roosendaal","Noord-Brabant",51.4842696,4.3888071
1919,"Heerle","Roosendaal","Noord-Brabant",51.5195961,4.3606999
1920,"Moerstraten","Roosendaal","Noord-Brabant",51.5410276,4.3420642
1921,"Oudenbosch","Halderberge","Noord-Brabant",51.5896718,4.5515809
1923,"Zegge","Rucphen","Noord-Brabant",51.5568408,4.5184235
1924,"Hoeven","Halderberge","Noord-Brabant",51.5791978,4.5839864
1925,"Bosschenhoofd","Halderberge","Noord-Brabant",51.5608187,4.5423737
1926,"Oud Gastel","Halderberge","Noord-Brabant",51.5488875,4.4293118
1928,"Stampersgat","Halderberge","Noord-Brabant",51.6139275,4.4427261
1929,"Kruisland","Steenbergen","Noord-Brabant",51.5703451,4.4074783
1930,"Standdaarbuiten","Moerdijk","Noord-Brabant",51.6133003,4.5135592
1931,"Noordhoek","Moerdijk","Noord-Brabant",51.6429953,4.5336613
1932,"Zevenbergen","Moerdijk","Noord-Brabant",51.7299368,5.5726323
1935,"Zevenbergschen Hoek","Moerdijk","Noord-Brabant",51.6731202,4.6782725
1937,"Langeweg","Moerdijk","Noord-Brabant",51.6496658,4.6467815
1939,"Moerdijk","Moerdijk","Noord-Brabant",51.5949267,4.5463626
1942,"Klundert","Moerdijk","Noord-Brabant",51.4390553,5.4358209
1944,"Fijnaart","Moerdijk","Noord-Brabant",51.6364799,4.4731556
1945,"Heijningen","Moerdijk","Noord-Brabant",51.6558653,4.4125141
1946,"Oudemolen","Moerdijk","Noord-Brabant",51.6648557,4.4590927
1947,"Willemstad","Moerdijk","Noord-Brabant",51.6919469,4.4379073
1948,"Breda","Breda","Noord-Brabant",51.5896,4.77717
1974,"Prinsenbeek","Breda","Noord-Brabant",51.602582,4.721368
1976,"Terheijden","Drimmelen","Noord-Brabant",51.6443817,4.7512386
1977,"Wagenberg","Drimmelen","Noord-Brabant",51.6646838,4.747925
1978,"Teteringen","Breda","Noord-Brabant",51.6100996,4.8236992
1979,"Dorst","Oosterhout","Noord-Brabant",51.5906836,4.8582707
1980,"Ulvenhout","Breda","Noord-Brabant",51.5613826,4.7920382
1982,"Bavel","Breda","Noord-Brabant",51.5668739,4.8308114
1983,"Galder","Alphen-Chaam","Noord-Brabant",51.5142098,4.7741483
1984,"Strijbeek","Alphen-Chaam","Noord-Brabant",51.5015194,4.7971903
1987,"Chaam","Alphen-Chaam","Noord-Brabant",51.4811391,4.6154253
1989,"Etten-Leur","Etten-Leur","Noord-Brabant",51.5857936,4.6450701
1999,"Zundert","Zundert","Noord-Brabant",51.473146,4.6643297
2002,"Wernhout","Zundert","Noord-Brabant",51.4558841,4.6431964
2003,"Achtmaal","Zundert","Noord-Brabant",51.4541025,4.5832867
2004,"Rijsbergen","Zundert","Noord-Brabant",51.5864096,4.9773537
2006,"Oosterhout","Oosterhout","Noord-Brabant",51.6394246,4.8618289
2015,"Oosteind","Oosterhout","Noord-Brabant",51.6460883,4.9036273
2016,"Den Hout","Oosterhout","Noord-Brabant",51.6586088,4.8120397
2017,"Made","Drimmelen","Noord-Brabant",51.5817618,4.5283895
2019,"Drimmelen","Drimmelen","Noord-Brabant",51.7085524,4.8034905
2020,"Lage Zwaluwe","Drimmelen","Noord-Brabant",51.7102543,4.7042699
2021,"Hooge Zwaluwe","Drimmelen","Noord-Brabant",51.6883234,4.7426213
2022,"Geertruidenberg","Geertruidenberg","Noord-Brabant",51.7008149,4.8596086
2024,"Raamsdonksveer","Geertruidenberg","Noord-Brabant",51.6891589,4.8760318
2027,"Raamsdonk","Geertruidenberg","Noord-Brabant",51.6898836,4.9043163
2028,"Tilburg","Tilburg","Noord-Brabant",51.59113,5.09348
2057,"Goirle","Goirle","Noord-Brabant",51.5588664,5.0800386
2061,"Berkel-Enschot","Tilburg","Noord-Brabant",51.5878583,5.1465219
2062,"Heukelom","Oisterwijk","Noord-Brabant",51.5758107,5.154778
2063,"Oisterwijk","Oisterwijk","Noord-Brabant",51.5809909,5.1980271
2067,"Moergestel","Oisterwijk","Noord-Brabant",51.5462872,5.1709311
2068,"Udenhout","Tilburg","Noord-Brabant",51.6348382,5.2090164
2070,"Biezenmortel","Tilburg","Noord-Brabant",51.6243382,5.1777074
2071,"Haaren","Oisterwijk","Noord-Brabant",51.6021331,5.2267124
2072,"Hilvarenbeek","Hilvarenbeek","Noord-Brabant",51.5588664,5.0800386
2074,"Biest-Houtakker","Hilvarenbeek","Noord-Brabant",51.5081801,5.1591711
2075,"Esbeek","Hilvarenbeek","Noord-Brabant",51.4622478,5.1370682
2076,"Diessen","Hilvarenbeek","Noord-Brabant",51.4757206,5.175417
2077,"Haghorst","Hilvarenbeek","Noord-Brabant",51.4959221,5.2069552
2078,"Oost- West- en Middelbeers","Oirschot","Noord-Brabant",51.471631,5.2430774
2079,"Lage Mierde","Reusel-De Mierden","Noord-Brabant",51.4059976,5.150455
2080,"Hooge Mierde","Reusel-De Mierden","Noord-Brabant",51.3894095,5.1287338
2081,"Hulsel","Reusel-De Mierden","Noord-Brabant",51.3879936,5.1789361
2082,"Dongen","Dongen","Noord-Brabant",51.6304849,4.9362777
2090,"'s-Gravenmoer","Dongen","Noord-Brabant",51.6588074,4.942094
2091,"Baarle-Nassau","Baarle-Nassau","Noord-Brabant",51.4435,4.92869
2093,"Ulicoten","Baarle-Nassau","Noord-Brabant",51.4578947,4.8566909
2094,"CastelrÃ©","Baarle-Nassau","Noord-Brabant",51.4333333,4.7833333
2095,"Rijen","Gilze en Rijen","Noord-Brabant",51.5675967,4.937517
2098,"Molenschot","Gilze en Rijen","Noord-Brabant",51.5728921,4.8820195
2099,"Hulten","Gilze en Rijen","Noord-Brabant",51.5722857,4.9549864
2100,"Gilze","Gilze en Rijen","Noord-Brabant",51.5442814,4.9413872
2101,"Alphen","Alphen-Chaam","Noord-Brabant",51.7863327,5.5227297
2103,"Riel","Goirle","Noord-Brabant",51.5259901,5.0252716
2104,"Waalwijk","Waalwijk","Noord-Brabant",51.6901729,5.0531762
2111,"Drunen","Heusden","Noord-Brabant",51.5766966,5.0142747
2114,"Elshout","Heusden","Noord-Brabant",51.70193,5.1421528
2115,"Sprang-Capelle","Waalwijk","Noord-Brabant",51.6901729,5.0531762
2117,"Waspik","Waalwijk","Noord-Brabant",51.685585,4.9495377
2118,"Kaatsheuvel","Loon op Zand","Noord-Brabant",51.6901729,5.0531762
2121,"Loon op Zand","Loon op Zand","Noord-Brabant",51.6270137,5.0720086
2122,"De Moer","Loon op Zand","Noord-Brabant",51.6255918,5.0134146
2123,"'s-Hertogenbosch","'s-Hertogenbosch","Noord-Brabant",51.677923,5.3295242
2143,"Rosmalen","'s-Hertogenbosch","Noord-Brabant",51.7184144,5.363585
2153,"Vlijmen","Heusden","Noord-Brabant",51.57523,4.9720774
2156,"Nieuwkuijk","Heusden","Noord-Brabant",51.6903595,5.1780672
2157,"Haarsteeg","Heusden","Noord-Brabant",51.7102766,5.1984482
2158,"Heusden","Heusden","Noord-Brabant",51.733889,5.138333
2159,"Berlicum","Sint-Michielsgestel","Noord-Brabant",51.6788511,5.4012001
2160,"Vught","Vught","Noord-Brabant",51.6574409,5.2994167
2165,"Cromvoirt","Vught","Noord-Brabant",51.6612638,5.2298416
2166,"Helvoirt","Vught","Noord-Brabant",51.630874,5.2301204
2167,"Sint-Michielsgestel","Sint-Michielsgestel","Noord-Brabant",51.6411669,5.3438558
2170,"Den Dungen","Sint-Michielsgestel","Noord-Brabant",51.6653323,5.3717239
2171,"Boxtel","Boxtel","Noord-Brabant",51.5922927,5.3162236
2175,"Gemonde","Sint-Michielsgestel","Noord-Brabant",51.6117629,5.3511555
2179,"Esch","Boxtel","Noord-Brabant",51.611461,5.2901588
2180,"Liempde","Boxtel","Noord-Brabant",51.569362,5.3723188
2181,"Zaltbommel","Zaltbommel","Gelderland",51.8113393,5.2495298
2184,"Zuilichem","Zaltbommel","Gelderland",51.8080071,5.1358349
2185,"Brakel","Zaltbommel","Gelderland",51.8186409,5.0934983
2186,"Poederoijen","Zaltbommel","Gelderland",51.7846183,5.0788795
2187,"Aalst","Zaltbommel","Gelderland",51.7822878,5.1260223
2188,"Gameren","Zaltbommel","Gelderland",51.8833486,5.1529531
2190,"Nieuwaal","Zaltbommel","Gelderland",51.8098893,5.1790214
2191,"Bruchem","Zaltbommel","Gelderland",51.7867535,5.2383323
2192,"Kerkwijk","Zaltbommel","Gelderland",51.7750073,5.2195059
2193,"Delwijnen","Zaltbommel","Gelderland",51.770395,5.1879073
2194,"Nederhemert","Zaltbommel","Gelderland",51.762778,5.161667
2195,"Bern","Zaltbommel","Gelderland",51.7483122,5.1656063
2196,"Hedel","Maasdriel","Gelderland",51.7435935,5.2627663
2198,"Ammerzoden","Maasdriel","Gelderland",51.7481635,5.2227623
2199,"Well","Maasdriel","Gelderland",51.7444609,5.204966
2200,"Hurwenen","Maasdriel","Gelderland",51.8114711,5.3139749
2201,"Rossum","Maasdriel","Gelderland",51.8018021,5.3354909
2202,"Kerkdriel","Maasdriel","Gelderland",51.7714743,5.3382611
2204,"Hoenzadriel","Maasdriel","Gelderland",51.7541878,5.3293322
2205,"Velddriel","Maasdriel","Gelderland",51.7693183,5.3043655
2206,"Alem","Maasdriel","Gelderland",51.7875937,5.3408986
2207,"Oss","Oss","Noord-Brabant",51.786643,5.5215572
2217,"Berghem","Oss","Noord-Brabant",51.7709329,5.5684345
2218,"Grave","Land van Cuijk","Noord-Brabant",51.7632906,5.7331862
2220,"Velp","Land van Cuijk","Noord-Brabant",51.7492525,5.716923
2221,"Escharen","Land van Cuijk","Noord-Brabant",51.7411436,5.7536682
2222,"Megen","Oss","Noord-Brabant",51.8213739,5.5636481
2223,"Macharen","Oss","Noord-Brabant",51.8043581,5.5453565
2224,"Haren","Oss","Noord-Brabant",51.8014577,5.5849108
2225,"Ravenstein","Oss","Noord-Brabant",51.8321163,5.5718883
2227,"Herpen","Oss","Noord-Brabant",51.7719286,5.6419812
2228,"Schaijk","Maashorst","Noord-Brabant",51.7484858,5.6297284
2229,"Reek","Maashorst","Noord-Brabant",51.7449838,5.6829659
2230,"Vinkel","Den Bosch","Noord-Brabant",51.7175457,5.4634582
2233,"Heesch","Bernheze","Noord-Brabant",51.7317098,5.5278266
2234,"Geffen","Den Bosch","Noord-Brabant",51.7377855,5.4582737
2235,"Nistelrode","Bernheze","Noord-Brabant",51.7043949,5.5612692
2236,"Nuland","Den Bosch","Noord-Brabant",51.7287354,5.433115
2239,"Oijen","Oss","Noord-Brabant",51.825144,5.5027547
2240,"Teeffelen","Oss","Noord-Brabant",51.7980878,5.4946541
2241,"Lithoijen","Oss","Noord-Brabant",51.8009283,5.4591853
2242,"Lith","Oss","Noord-Brabant",51.8065563,5.4399971
2243,"Maren-Kessel","Oss","Noord-Brabant",51.7957011,5.3946991
2244,"Uden","Maashorst","Noord-Brabant",51.6566022,5.6171875
2251,"Volkel","Maashorst","Noord-Brabant",51.6428528,5.6546035
2252,"Odiliapeel","Maashorst","Noord-Brabant",51.6439997,5.7029224
2253,"Zeeland","Maashorst","Noord-Brabant",51.6410753,5.7690201
2255,"Gemert","Gemert-Bakel","Noord-Brabant",51.5540689,5.6810997
2258,"Handel","Gemert-Bakel","Noord-Brabant",51.579495,5.7137118
2259,"Elsendorp","Gemert-Bakel","Noord-Brabant",51.5807827,5.7692663
2260,"Mortel","Gemert-Bakel","Noord-Brabant",51.5389606,5.7197279
2261,"Boekel","Boekel","Noord-Brabant",51.6028789,5.6743158
2262,"Venhorst","Boekel","Noord-Brabant",51.6083485,5.7384754
2263,"Cuijk","Land van Cuijk","Noord-Brabant",51.7289292,5.878605
2268,"Sint Agatha","Land van Cuijk","Noord-Brabant",51.7133941,5.9103669
2269,"Beers","Land van Cuijk","Noord-Brabant",51.7262186,5.8254961
2270,"Gassel","Land van Cuijk","Noord-Brabant",51.7404991,5.7805781
2271,"Linden","Land van Cuijk","Noord-Brabant",51.7492987,5.8333084
2272,"Oeffelt","Land van Cuijk","Noord-Brabant",51.6928062,5.9386646
2273,"Haps","Land van Cuijk","Noord-Brabant",51.6896523,5.8625696
2274,"Landhorst","Land van Cuijk","Noord-Brabant",51.618252,5.7918908
2275,"Wanroij","Land van Cuijk","Noord-Brabant",51.6565966,5.8221627
2276,"Rijkevoort","Land van Cuijk","Noord-Brabant",51.6577927,5.8851558
2277,"Rijkevoort-De Walsert","Land van Cuijk","Noord-Brabant",51.646667,5.861111
2278,"Mill","Land van Cuijk","Noord-Brabant",51.6531351,5.8069413
2280,"Langenboom","Land van Cuijk","Noord-Brabant",51.7022167,5.7291508
2281,"Sint Hubert","Land van Cuijk","Noord-Brabant",51.6781424,5.8098778
2282,"Wilbertoord","Land van Cuijk","Noord-Brabant",51.655076,5.7739829
2283,"Veghel","Meierijstad","Noord-Brabant",51.607583,5.5362367
2291,"Erp","Meierijstad","Noord-Brabant",51.6015073,5.6062082
2292,"Loosbroek","Bernheze","Noord-Brabant",51.6836819,5.5093219
2294,"Heeswijk-Dinther","Bernheze","Noord-Brabant",51.650278,5.475
2295,"Vorstenbosch","Bernheze","Noord-Brabant",51.6534974,5.5510569
2296,"Schijndel","Meierijstad","Noord-Brabant",51.6191143,5.435366
2299,"Sint-Oedenrode","Meierijstad","Noord-Brabant",51.5625482,5.4595334
2302,"Veldhoven","Veldhoven","Noord-Brabant",51.4209328,5.4045443
2312,"Knegsel","Eersel","Noord-Brabant",51.3996231,5.344687
2313,"Vessem","Eersel","Noord-Brabant",51.4196789,5.2884532
2314,"Wintelre","Eersel","Noord-Brabant",51.4436419,5.340608
2315,"Eersel","Eersel","Noord-Brabant",51.3569604,5.3115562
2317,"Steensel","Eersel","Noord-Brabant",51.3781787,5.352071
2318,"Duizel","Eersel","Noord-Brabant",51.3689175,5.2966333
2319,"Hapert","Bladel","Noord-Brabant",51.3685373,5.2558944
2320,"Hoogeloon","Bladel","Noord-Brabant",51.396699,5.2684294
2321,"Casteren","Bladel","Noord-Brabant",51.3964385,5.2383109
2322,"Bladel","Bladel","Noord-Brabant",51.3619505,5.2184932
2324,"Netersel","Bladel","Noord-Brabant",51.4045925,5.2096153
2325,"Reusel","Reusel-De Mierden","Noord-Brabant",51.3677473,5.171578
2327,"Valkenswaard","Valkenswaard","Noord-Brabant",51.3501477,5.4608605
2334,"Riethoven","Bergeijk","Noord-Brabant",51.3525213,5.3865427
2335,"Westerhoven","Bergeijk","Noord-Brabant",51.3314776,5.403675
2336,"Bergeijk","Bergeijk","Noord-Brabant",51.3208087,5.3571702
2338,"Luyksgestel","Bergeijk","Noord-Brabant",51.2893698,5.3258872
2339,"Waalre","Waalre","Noord-Brabant",51.4319167,5.4175198
2343,"Heeze","Heeze-Leende","Noord-Brabant",51.3812802,5.587193
2345,"Leende","Heeze-Leende","Noord-Brabant",51.3494735,5.5525049
2346,"Eindhoven","Eindhoven","Noord-Brabant",51.473798,5.452834
2385,"Geldrop","Geldrop-Mierlo","Noord-Brabant",51.4478557,5.490054
2393,"Nuenen","Nuenen, Gerwen en Nederwetten","Noord-Brabant",51.4478557,5.490054
2398,"Best","Best","Noord-Brabant",51.4362766,5.4245307
2404,"Oirschot","Oirschot","Noord-Brabant",51.5320155,5.306528
2406,"Son","Son en Breugel","Noord-Brabant",51.5244947,5.4824473
2409,"Breugel","Son en Breugel","Noord-Brabant",51.5184209,5.5117846
2410,"Helmond","Helmond","Noord-Brabant",51.4961325,5.667027
2420,"Someren","Someren","Noord-Brabant",51.3913081,5.7093737
2423,"Lierop","Someren","Noord-Brabant",51.4191765,5.6821138
2424,"Asten","Asten","Noord-Brabant",51.3913081,5.7093737
2426,"Ommel","Asten","Noord-Brabant",51.4231409,5.7476111
2428,"Mierlo","Geldrop-Mierlo","Noord-Brabant",51.4275926,5.5681558
2430,"Aarle-Rixtel","Laarbeek","Noord-Brabant",51.5096192,5.6364183
2431,"Lieshout","Laarbeek","Noord-Brabant",51.5197504,5.5945613
2432,"Mariahout","Laarbeek","Noord-Brabant",51.5397618,5.5714891
2433,"Beek en Donk","Laarbeek","Noord-Brabant",51.538654,5.628708
2435,"Deurne","Deurne","Noord-Brabant",51.4638061,5.7945788
2440,"Vlierden","Deurne","Noord-Brabant",51.4445635,5.7596074
2441,"Liessel","Deurne","Noord-Brabant",51.4141759,5.821055
2442,"Neerkant","Deurne","Noord-Brabant",51.3684598,5.8667024
2443,"Helenaveen","Deurne","Noord-Brabant",51.3907101,5.917854
2444,"Bakel","Gemert-Bakel","Noord-Brabant",51.5540985,5.6828569
2446,"Milheeze","Gemert-Bakel","Noord-Brabant",51.5038039,5.7800695
2447,"Rips","Gemert-Bakel","Noord-Brabant",51.5504737,5.807514
2448,"Griendtsveen","Horst aan de Maas","Limburg",51.4421994,5.8912113
2449,"Meijel","Peel en Maas","Limburg",51.3440883,5.8908029
2450,"Venray","Venray","Limburg",51.524712,5.9748704
2455,"Oostrum","Venray","Limburg",51.528588,6.0161961
2456,"Oirlo","Venray","Limburg",51.5148307,6.0331578
2457,"Leunen","Venray","Limburg",51.508274,5.9796526
2458,"Castenray","Venray","Limburg",51.4891704,6.0358747
2459,"Heide","Venray","Limburg",51.5049224,5.9503411
2460,"Ysselsteyn","Venray","Limburg",51.4898334,5.8968362
2461,"Veulen","Venray","Limburg",51.4828482,5.9554233
2462,"Merselo","Venray","Limburg",51.5297637,5.9283115
2463,"Vredepeel","Venray","Limburg",51.541458,5.8691665
2464,"Smakt","Venray","Limburg",51.5681813,6.0045218
2465,"Vierlingsbeek","Land van Cuijk","Noord-Brabant",51.5964371,6.0071434
2466,"Maashees","Land van Cuijk","Noord-Brabant",51.5701118,6.03481
2467,"Holthees","Land van Cuijk","Noord-Brabant",51.5740303,6.0084241
2468,"Overloon","Land van Cuijk","Noord-Brabant",51.5715151,5.9476477
2469,"Groeningen","Land van Cuijk","Noord-Brabant",51.6096284,5.9968846
2470,"Vortum-Mullem","Land van Cuijk","Noord-Brabant",51.6209888,5.9787141
2471,"Boxmeer","Land van Cuijk","Noord-Brabant",51.6480194,5.9442034
2473,"Beugen","Land van Cuijk","Noord-Brabant",51.6729024,5.9373811
2474,"Sambeek","Land van Cuijk","Noord-Brabant",51.6356817,5.9650533
2475,"Oploo","Land van Cuijk","Noord-Brabant",51.6423026,5.7721034
2477,"Westerbeek","Land van Cuijk","Noord-Brabant",51.5824394,5.8639128
2478,"Stevensbeek","Land van Cuijk","Noord-Brabant",51.6034193,5.9160981
2479,"Sint Anthonis","Land van Cuijk","Noord-Brabant",51.6271613,5.8851934
2480,"Ledeacker","Land van Cuijk","Noord-Brabant",51.6362282,5.8746627
2481,"Afferden","Bergen","Flevoland",52.5279781,5.5953508
2482,"Siebengewald","Bergen","Limburg",51.6499329,6.1054976
2485,"Wellerlooi","Bergen","Limburg",51.5348134,6.1368845
2486,"Wanssum","Venray","Limburg",51.5363948,6.0756528
2487,"Geysteren","Horst aan de Maas","Limburg",51.550566,6.0499585
2488,"Blitterswijck","Venray","Limburg",51.5317535,6.1089177
2489,"Meerlo","Horst aan de Maas","Limburg",51.5135768,6.0854637
2490,"Tienray","Horst aan de Maas","Limburg",51.4953398,6.0926863
2491,"Swolgen","Horst aan de Maas","Limburg",51.4920154,6.1173012
2492,"Broekhuizenvorst","Horst aan de Maas","Limburg",51.4950867,6.1569232
2493,"Broekhuizen","Horst aan de Maas","Limburg",51.4861249,6.1636824
2494,"Venlo","Venlo","Limburg",51.3669066,6.1680878
2510,"Tegelen","Venlo","Limburg",51.3441241,6.1377539
2513,"Steijl","Venlo","Limburg",51.3332053,6.1219083
2514,"Velden","Venlo","Limburg",51.4029637,6.1784563
2516,"Lomm","Venlo","Limburg",51.4482863,6.1696691
2517,"Arcen","Venlo","Limburg",51.4763636,6.1809478
2518,"Belfeld","Venlo","Limburg",51.3105598,6.1153726
2520,"Reuver","Beesel","Limburg",51.2862173,6.0828226
2521,"Beesel","Beesel","Limburg",51.2696984,6.0468338
2522,"Horst","Horst aan de Maas","Limburg",51.4647397,6.0484978
2524,"Melderslo","Horst aan de Maas","Limburg",51.4615797,6.084853
2525,"Hegelsom","Horst aan de Maas","Limburg",51.4342209,6.0229257
2526,"Meterik","Horst aan de Maas","Limburg",51.4552708,6.0249317
2527,"America","Horst aan de Maas","Limburg",51.4362036,5.9792472
2528,"Grubbenvorst","Horst aan de Maas","Limburg",51.4195163,6.1569655
2530,"Lottum","Horst aan de Maas","Limburg",51.4608598,6.1605462
2531,"Sevenum","Horst aan de Maas","Limburg",51.410634,6.0262189
2532,"Kronenberg","Horst aan de Maas","Limburg",51.4152483,6.0005521
2533,"Evertsoord","Horst aan de Maas","Limburg",51.4035422,5.9583872
2534,"Panningen","Peel en Maas","Limburg",51.3211923,5.9772619
2536,"Koningslust","Peel en Maas","Limburg",51.3564059,5.993904
2537,"Grashoek","Helden","Limburg",51.3599859,5.9416989
2538,"Beringe","Peel en Maas","Limburg",51.3368412,5.9482681
2539,"Egchel","Peel en Maas","Limburg",51.3134105,5.9713597
2540,"Helden","Peel en Maas","Limburg",51.319895,6.0003768
2541,"Baarlo","Peel en Maas","Limburg",51.3569579,6.1321366
2543,"Maasbree","Peel en Maas","Limburg",51.3584896,6.0503002
2544,"Kessel","Peel en Maas","Limburg",51.2926693,6.0540036
2545,"Weert","Weert","Limburg",51.253197,5.7200076
2552,"Ell","Leudal","Limburg",51.2201477,5.7950699
2553,"Haler","Leudal","Limburg",51.1880645,5.7800231
2554,"Hunsel","Leudal","Limburg",51.1881543,5.8131944
2555,"Ittervoort","Leudal","Limburg",51.1698532,5.8180288
2556,"Neeritter","Leudal","Limburg",51.1645144,5.8030819
2557,"Thorn","Maasgouw","Limburg",51.1626128,5.8427213
2558,"Wessem","Maasgouw","Limburg",51.160396,5.8814392
2559,"Budel","Cranendonck","Noord-Brabant",51.2568254,5.6004011
2561,"Budel-Schoot","Cranendonck","Noord-Brabant",51.250289,5.5666271
2562,"Budel-Dorplein","Cranendonck","Noord-Brabant",51.2363484,5.5880076
2563,"Maarheeze","Cranendonck","Noord-Brabant",51.3103841,5.6148653
2564,"Soerendonk","Cranendonck","Noord-Brabant",51.3018545,5.5741425
2565,"Gastel","Cranendonck","Noord-Brabant",51.2850098,5.5564143
2566,"Sterksel","Heeze-Leende","Noord-Brabant",51.3506055,5.6118505
2567,"Nederweert","Nederweert","Limburg",51.2836176,5.7475885
2569,"Nederweert-Eind","Nederweert","Limburg",51.276111,5.779722
2570,"Ospel","Nederweert","Limburg",51.2995048,5.7861993
2571,"Kelpen-Oler","Leudal","Limburg",51.2180484,5.8284007
2572,"Stramproy","Weert","Limburg",51.1943225,5.722053
2573,"Roermond","Roermond","Limburg",51.1958494,5.9858348
2579,"Herten","Roermond","Limburg",51.181315,5.9624494
2580,"Maasbracht","Maasgouw","Limburg",51.1458591,5.891771
2582,"Posterholt","Roerdalen","Limburg",51.0690108,5.8510078
2584,"Vlodrop","Roerdalen","Limburg",51.1331277,6.0757908
2585,"Montfort","Roerdalen","Limburg",51.1260454,5.9476358
2586,"Linne","Maasgouw","Limburg",51.155428,5.9405902
2587,"Swalmen","Roermond","Limburg",51.2382609,6.0507425
2589,"Melick","Roerdalen","Limburg",51.1572306,6.033625
2590,"Herkenbosch","Roerdalen","Limburg",51.1564244,6.0584854
2591,"Sint OdiliÃ«nberg","Roerdalen","Limburg",51.15,6
2592,"Haelen","Leudal","Limburg",51.2385905,5.9533793
2594,"Buggenum","Leudal","Limburg",51.2323713,5.981036
2595,"Nunhem","Leudal","Limburg",51.2453624,5.9609248
2596,"Horn","Leudal","Limburg",51.2100669,5.9472027
2597,"Neer","Leudal","Limburg",51.259826,5.9893002
2598,"Roggel","Leudal","Limburg",51.2625256,5.9225139
2599,"Heibloem","Leudal","Limburg",51.3007315,5.8957599
2600,"Leveroy","Nederweert","Limburg",51.2547991,5.8242896
2602,"Heythuysen","Leudal","Limburg",51.2474835,5.9014274
2603,"Baexem","Leudal","Limburg",51.2246814,5.8800423
2604,"Grathem","Leudal","Limburg",51.1941673,5.8575731
2605,"Heel","Maasgouw","Limburg",51.1773069,5.8974233
2606,"Beegden","Maasgouw","Limburg",51.1896078,5.9178131
2607,"Echt","Echt-Susteren","Limburg",51.0989899,5.8807662
2610,"Koningsbosch","Echt-Susteren","Limburg",51.0512859,5.9583775
2611,"Maria Hoop","Echt-Susteren","Limburg",51.091389,5.969444
2612,"Stevensweert","Maasgouw","Limburg",51.13123,5.8456817
2613,"OhÃ© en Laak","Maasgouw","Limburg",51.1166667,5.85
2614,"Sint Joost","Echt-Susteren","Limburg",51.1063504,5.9068971
2616,"Susteren","Echt-Susteren","Limburg",51.0640999,5.8527448
2617,"Roosteren","Echt-Susteren","Limburg",51.0827501,5.8159001
2618,"Nieuwstadt","Echt-Susteren","Limburg",51.0368359,5.8618076
2619,"Born","Sittard-Geleen","Limburg",50.7308383,5.8779229
2621,"Buchten","Sittard-Geleen","Limburg",51.0404326,5.8104448
2622,"Holtum","Sittard-Geleen","Limburg",51.0484812,5.8240233
2623,"Papenhoven","Sittard-Geleen","Limburg",51.040833,5.780556
2624,"Obbicht","Sittard-Geleen","Limburg",51.0280231,5.7812383
2625,"Grevenbicht","Sittard-Geleen","Limburg",51.0378003,5.774008
2626,"Urmond","Stein","Limburg",50.9904464,5.7769151
2627,"Sittard","Sittard-Geleen","Limburg",50.99619,5.86902
2635,"Limbricht","Sittard-Geleen","Limburg",51.0127729,5.8369369
2636,"Einighausen","Sittard-Geleen","Limburg",51.0022236,5.8266196
2637,"Guttecoven","Sittard-Geleen","Limburg",51.0135741,5.8177077
2638,"Munstergeleen","Sittard-Geleen","Limburg",50.9741745,5.8639537
2639,"Windraak","Sittard-Geleen","Limburg",50.9723785,5.8890634
2640,"Puth","Beekdaelen","Limburg",50.9554323,5.8705487
2641,"Geleen","Sittard-Geleen","Limburg",50.9504076,5.8324062
2649,"Stein","Stein","Limburg",50.9679065,5.768199
2651,"Sweikhuizen","Beekdaelen","Limburg",50.9533396,5.8458946
2652,"Spaubeek","Beek","Limburg",50.9348612,5.8428501
2653,"Elsloo","Stein","Limburg",50.9484656,5.7696738
2654,"Beek","Beek","Limburg",50.9394539,5.7937326
2657,"Maastricht-Airport","Beek","Limburg",50.924444,5.781111
2658,"Maastricht","Maastricht","Limburg",50.8402418,5.7015598
2680,"Meerssen","Meerssen","Limburg",50.8849502,5.7536005
2682,"Ulestraten","Meerssen","Limburg",50.9052194,5.7806749
2683,"Moorveld","Meerssen","Limburg",50.9192879,5.764185
2684,"Bunde","Meerssen","Limburg",50.8608905,5.6902461
2686,"Geulle","Meerssen","Limburg",50.9219779,5.7493883
2687,"Eijsden","Eijsden-Margraten","Limburg",50.7773424,5.7077516
2688,"Gronsveld","Eijsden-Margraten","Limburg",50.8093304,5.7316401
2689,"Eckelrade","Eijsden-Margraten","Limburg",50.8081935,5.7783674
2691,"Noorbeek","Eijsden-Margraten","Limburg",50.768969,5.8126918
2692,"Mheer","Eijsden-Margraten","Limburg",50.7785433,5.7927004
2693,"Banholt","Eijsden-Margraten","Limburg",50.7923877,5.8073292
2694,"Sint Geertruid","Eijsden-Margraten","Limburg",50.7956698,5.7653784
2695,"Cadier en Keer","Eijsden-Margraten","Limburg",50.8283686,5.7661277
2696,"Bemelen","Eijsden-Margraten","Limburg",50.846974,5.7638236
2697,"Margraten","Eijsden-Margraten","Limburg",50.8204632,5.8209934
