"id","woonplaats","gemeente","provincie","latitude","longitude"
1161,"Oudenhoorn","Nissewaard","Zuid-Holland",51.8272731,4.1915346
1162,"Brielle","Voorne aan Zee","Zuid-Holland",51.9047236,4.1678526
1165,"Oostvoorne","Voorne aan Zee","Zuid-Holland",51.9113563,4.0946488
1166,"Tinte","Voorne aan Zee","Zuid-Holland",51.8864771,4.1355882
1167,"Rockanje","Voorne aan Zee","Zuid-Holland",51.8719333,4.0683056
1168,"Vierpolders","Voorne aan Zee","Zuid-Holland",51.8790302,4.179654
1169,"Zwartewaal","Voorne aan Zee","Zuid-Holland",51.8835357,4.2200928
1170,"Middelharnis","Goeree-Overflakkee","Zuid-Holland",51.7610442,4.1686425
1172,"Stad aan 't Haringvliet","Goeree-Overflakkee","Zuid-Holland",51.7385339,4.2412443
1173,"Nieuwe-Tonge","Goeree-Overflakkee","Zuid-Holland",51.7137696,4.1648577
1174,"Sommelsdijk","Goeree-Overflakkee","Zuid-Holland",51.7510552,4.1492498
1175,"Dirksland","Goeree-Overflakkee","Zuid-Holland",51.7506355,4.0920971
1176,"Melissant","Goeree-Overflakkee","Zuid-Holland",51.7700572,4.0707187
1177,"Herkingen","Goeree-Overflakkee","Zuid-Holland",51.7102808,4.0879282
1178,"Stellendam","Goeree-Overflakkee","Zuid-Holland",51.8122906,4.0230099
1180,"Goedereede","Goeree-Overflakkee","Zuid-Holland",51.8180728,3.9773845
1181,"Ouddorp","Goeree-Overflakkee","Zuid-Holland",51.8090723,3.9352037
1182,"Oude-Tonge","Goeree-Overflakkee","Zuid-Holland",51.6909767,4.2126832
1183,"Achthuizen","Goeree-Overflakkee","Zuid-Holland",51.6874623,4.280891
1184,"Ooltgensplaat","Goeree-Overflakkee","Zuid-Holland",51.682876,4.330104
1185,"Den Bommel","Goeree-Overflakkee","Zuid-Holland",51.7152812,4.2788659
1186,"Oud-Beijerland","Hoeksche Waard","Zuid-Holland",51.8202877,4.4018179
1190,"Nieuw-Beijerland","Hoeksche Waard","Zuid-Holland",51.8116663,4.3417332
1191,"Piershil","Hoeksche Waard","Zuid-Holland",51.796384,4.315958
1192,"Goudswaard","Hoeksche Waard","Zuid-Holland",51.7935836,4.277584
1193,"Mijnsheerenland","Hoeksche Waard","Zuid-Holland",51.8016905,4.4615328
1195,"Westmaas","Hoeksche Waard","Zuid-Holland",51.7869707,4.475239
1196,"Heinenoord","Hoeksche Waard","Zuid-Holland",51.827373,4.4833706
1197,"Numansdorp","Hoeksche Waard","Zuid-Holland",51.7302535,4.4389921
1199,"Zuid-Beijerland","Hoeksche Waard","Zuid-Holland",51.7507077,4.3690917
1200,"Klaaswaal","Hoeksche Waard","Zuid-Holland",51.771621,4.446888
1201,"Strijen","Hoeksche Waard","Zuid-Holland",51.7502159,4.5541348
1203,"Strijensas","Hoeksche Waard","Zuid-Holland",51.7145472,4.5858807
1204,"Mookhoek","Hoeksche Waard","Zuid-Holland",51.7520703,4.5957148
1205,"'s-Gravendeel","Hoeksche Waard","Zuid-Holland",51.7792843,4.6180902
1206,"Puttershoek","Hoeksche Waard","Zuid-Holland",51.8053785,4.5664733
1207,"Maasdam","Hoeksche Waard","Zuid-Holland",51.7876295,4.5566676
1208,"Dordrecht","Dordrecht","Zuid-Holland",51.811791,4.666947
1221,"Zwijndrecht","Zwijndrecht","Zuid-Holland",51.8177184,4.6475238
1228,"Hendrik-Ido-Ambacht","Hendrik-Ido-Ambacht","Zuid-Holland",51.8448385,4.6379611
1233,"Papendrecht","Papendrecht","Zuid-Holland",51.8266761,4.6836174
1240,"Sliedrecht","Sliedrecht","Zuid-Holland",51.8239636,4.7725387
1245,"Wijngaarden","Molenlanden","Zuid-Holland",51.8449757,4.7639776
1246,"Hardinxveld-Giessendam","Hardinxveld-Giessendam","Zuid-Holland",51.8267159,4.8379184
1250,"Giessenburg","Molenlanden","Zuid-Holland",52.1483652,4.6770504
1252,"IJsselstein","IJsselstein","Utrecht",52.02848,5.062803
1257,"Benschop","Lopik","Utrecht",52.0073727,4.9803792
1258,"Lopik","Lopik","Utrecht",52.0097032,5.0529213
1260,"Lopikerkapel","Lopik","Utrecht",51.9919862,5.0458469
1261,"Jaarsveld","Lopik","Utrecht",51.9695221,4.9774626
1262,"Polsbroek","Lopik","Utrecht",51.9765277,4.850949
1263,"Montfoort","Montfoort","Utrecht",52.0362127,4.9518586
1264,"Oudewater","Oudewater","Utrecht",52.020443,4.8748371
1266,"Snelrewaard","Oudewater","Utrecht",52.0282894,4.9001637
1267,"Nieuwegein","Nieuwegein","Utrecht",52.025367,5.0918255
1277,"Woerden","Woerden","Utrecht",52.0870197,4.8821429
1287,"Vleuten","Utrecht","Utrecht",52.106882,5.0109262
1290,"De Meern","Utrecht","Utrecht",52.0822001,5.01236
1292,"Haarzuilens","Utrecht","Utrecht",52.1211155,4.998104
1293,"Linschoten","Montfoort","Utrecht",52.0556292,4.9049101
1295,"Papekop","Oudewater","Utrecht",52.0459814,4.8532079
1296,"Driebruggen","Bodegraven-Reeuwijk","Zuid-Holland",52.0440942,4.8003904
1297,"Waarder","Bodegraven-Reeuwijk","Zuid-Holland",52.0615017,4.8200232
1298,"Hekendorp","Oudewater","Utrecht",52.014957,4.8100511
1299,"Kamerik","Woerden","Utrecht",52.1144343,4.8903322
1301,"Zegveld","Woerden","Utrecht",52.1116787,4.8439706
1302,"Harmelen","Woerden","Utrecht",52.0878577,4.9645696
1304,"Utrecht","Utrecht","Utrecht",52.0927337,5.1493681
1357,"Maarssen","Stichtse Vecht","Utrecht",52.1361852,5.0318734
1366,"Oud-Zuilen","Stichtse Vecht","Utrecht",52.1280085,5.0703357
1367,"Tienhoven","Stichtse Vecht","Utrecht",52.1667429,5.082587
1368,"Westbroek","De Bilt","Utrecht",52.1515898,5.1279711
1369,"Breukelen","Stichtse Vecht","Utrecht",52.1706397,4.9906837
1371,"Breukeleveen","Wijdemeren","Noord-Holland",52.1758164,5.0706833
1372,"Nieuwer-Ter-Aa","Stichtse Vecht","Utrecht",52.1908875,4.9819382
1373,"Kockengen","Stichtse Vecht","Utrecht",52.1482984,4.9505617
1374,"Nieuwersluis","Stichtse Vecht","Utrecht",52.1961298,5.0071018
1376,"Loenen aan de Vecht","Stichtse Vecht","Utrecht",52.2110379,5.0231899
1377,"Vreeland","Stichtse Vecht","Utrecht",52.2303508,5.0284187
1378,"Loenersloot","Stichtse Vecht","Utrecht",52.2294321,4.9993569
1379,"Mijdrecht","De Ronde Venen","Utrecht",52.0752405,5.1180832
1383,"Vinkeveen","De Ronde Venen","Utrecht",52.2150916,4.9348068
1384,"Waverveen","De Ronde Venen","Utrecht",52.2211049,4.8987891
1385,"Wilnis","De Ronde Venen","Utrecht",52.1956103,4.9041875
1386,"Woerdense Verlaat","Nieuwkoop","Zuid-Holland",52.1473613,4.8525959
1389,"Zeist","Zeist","Utrecht",52.075864,5.2646312
1399,"Austerlitz","Zeist","Utrecht",52.0950885,5.0133749
1401,"Huis ter Heide","Zeist","Utrecht",52.1119467,5.2539372
1402,"Bilthoven","De Bilt","Utrecht",52.1294004,5.2065062
1406,"De Bilt","De Bilt","Utrecht",52.0970458,5.1472408
1409,"Den Dolder","Zeist","Utrecht",52.1390592,5.2428279
1410,"Bosch en Duin","Zeist","Utrecht",52.1230239,5.2421204
1411,"Groenekan","De Bilt","Utrecht",52.1235451,5.1526802
1412,"Maartensdijk","De Bilt","Utrecht",52.1594706,5.1670032
1413,"Hollandsche Rading","De Bilt","Utrecht",52.1770657,5.1853519
1414,"Baarn","Baarn","Utrecht",52.2111076,5.2916122
1419,"Lage Vuursche","Baarn","Utrecht",52.1803305,5.2150904
1420,"Bunschoten-Spakenburg","Bunschoten","Utrecht",52.243238,5.3741996
1423,"Eemdijk","Bunschoten","Utrecht",52.2540881,5.3304132
1424,"Eemnes","Eemnes","Utrecht",52.2537461,5.2612754
1425,"Soest","Soest","Utrecht",52.1838726,5.3017128
1433,"Soesterberg","Soest","Utrecht",52.1210918,5.2853468
1434,"Barneveld","Barneveld","Gelderland",51.9598667,6.2046774
1438,"Kootwijkerbroek","Barneveld","Gelderland",52.150776,5.6671862
1439,"Kootwijk","Barneveld","Gelderland",52.1846413,5.7704693
1440,"Stroe","Barneveld","Gelderland",52.1862224,5.6939179
1441,"Voorthuizen","Barneveld","Gelderland",52.1861021,5.6071369
1443,"Terschuur","Barneveld","Gelderland",52.1647835,5.5149033
1444,"Zwartebroek","Barneveld","Gelderland",52.1791133,5.5031896
1445,"Achterveld","Leusden","Utrecht",52.2133968,4.9315809
1448,"De Glind","Barneveld","Gelderland",52.1194102,5.5085534
1449,"Amersfoort","Amersfoort","Utrecht",52.1566784,5.384757
1466,"Hoogland","Amersfoort","Utrecht",52.1842738,5.3746083
1467,"Hooglanderveen","Amersfoort","Utrecht",52.1893644,5.4283866
1468,"Leusden","Leusden","Utrecht",52.1306041,5.4291558
1473,"Stoutenburg","Amersfoort","Utrecht",52.1540746,5.4325516
1474,"Stoutenburg Noord","Amersfoort","Utrecht",52.158056,5.464167
1475,"Harderwijk","Harderwijk","Gelderland",52.34788,5.6162
1484,"Hierden","Harderwijk","Gelderland",52.3567091,5.676924
1485,"Ermelo","Ermelo","Gelderland",52.3010177,5.6174184
1489,"Nijkerk","Nijkerk","Gelderland",52.2261723,5.4828346
1493,"Nijkerkerveen","Nijkerk","Gelderland",52.195124,5.4665941
1494,"Hoevelaken","Nijkerk","Gelderland",52.168694,5.4484583
1496,"Putten","Putten","Gelderland",52.2616146,5.6075467
1499,"Garderen","Barneveld","Gelderland",52.2329632,5.7148144
1500,"Uddel","Apeldoorn","Gelderland",52.2577273,5.7824206
1501,"Zeewolde","Zeewolde","Flevoland",52.3318841,5.5447782
1511,"Veenendaal","Veenendaal","Utrecht",52.0274473,5.5591249
1519,"Rhenen","Rhenen","Utrecht",51.9617268,5.567923
1522,"Elst","Rhenen","Utrecht",51.9822999,5.507013
1525,"Scherpenzeel","Scherpenzeel","Gelderland",52.0789297,5.4880645
1526,"Renswoude","Renswoude","Utrecht",52.0746607,5.5381732
1527,"Woudenberg","Woudenberg","Utrecht",52.0813686,5.414863
1529,"Doorn","Utrechtse Heuvelrug","Utrecht",52.0314177,5.3386133
1531,"Cothen","Wijk bij Duurstede","Utrecht",51.9981708,5.3080065
1532,"Langbroek","Wijk bij Duurstede","Utrecht",52.011957,5.3269077
1533,"Maarn","Utrechtse Heuvelrug","Utrecht",52.0656472,5.3751391
1535,"Maarsbergen","Utrechtse Heuvelrug","Utrecht",52.0581194,5.4054317
1536,"Leersum","Utrechtse Heuvelrug","Utrecht",52.0120583,5.4295484
1537,"Amerongen","Utrechtse Heuvelrug","Utrecht",52.0025516,5.4604852
1538,"Overberg","Utrechtse Heuvelrug","Utrecht",52.039517,5.4982362
1539,"Wijk bij Duurstede","Wijk bij Duurstede","Utrecht",51.9727537,5.3454837
1542,"Driebergen-Rijsenburg","Utrechtse Heuvelrug","Utrecht",52.0517336,5.2828748
1545,"Bunnik","Bunnik","Utrecht",52.0552506,5.226153
1547,"Odijk","Bunnik","Utrecht",52.0521446,5.2356248
1548,"Werkhoven","Bunnik","Utrecht",52.0232139,5.2437838
1549,"Ossenwaard","Vijfheerenlanden","Utrecht",51.991944,5.137222
1550,"Houten","Houten","Utrecht",52.0345902,5.1670598
1556,"'t Goy","Houten","Utrecht",52.0016048,5.2219072
1557,"Schalkwijk","Houten","Utrecht",51.9951885,5.187845
1558,"Tull en 't Waal","Houten","Utrecht",52.0013657,5.1336144
1559,"Tiel","Tiel","Gelderland",51.8857675,5.4342686
1567,"Zoelen","Buren","Gelderland",52.0498426,5.6665945
1569,"Kerk-Avezaath","Tiel","Gelderland",51.8964151,5.3833696
1570,"Kapel-Avezaath","Tiel","Gelderland",51.8802626,5.3740616
1571,"Wadenoijen","Tiel","Gelderland",51.8741325,5.3728726
1574,"Maurik","Buren","Gelderland",51.9623346,5.4228153
1577,"Eck en Wiel","Buren","Gelderland",51.9703135,5.4566052
1578,"Ingen","Buren","Gelderland",51.9598754,5.4841425
1580,"Ommeren","Buren","Gelderland",51.94795,5.493864
1581,"Lienden","Buren","Gelderland",51.9475664,5.5183547
1582,"Kesteren","Neder-Betuwe","Gelderland",51.8784375,5.4111072
1584,"Opheusden","Neder-Betuwe","Gelderland",51.9330254,5.629707
1585,"Ochten","Neder-Betuwe","Gelderland",51.8781289,5.4111066
1587,"IJzendoorn","Neder-Betuwe","Gelderland",51.9069217,5.5329587
1588,"Echteld","Neder-Betuwe","Gelderland",51.9090624,5.4987853
1589,"Ophemert","West Betuwe","Gelderland",51.8464741,5.3901313
1591,"Zennewijnen","Tiel","Gelderland",51.8581307,5.4121898
1592,"Heesselt","West Betuwe","Gelderland",51.8134984,5.3471298
1593,"Varik","West Betuwe","Gelderland",51.8231362,5.368234
1594,"Culemborg","Culemborg","Gelderland",51.9579813,5.2261052
1602,"Zoelmond","Buren","Gelderland",51.8794241,5.423533
1604,"Beusichem","Buren","Gelderland",51.9476422,5.2879361
1605,"Asch","Buren","Gelderland",51.9304493,5.310839
1606,"Buren","Buren","Gelderland",51.9103889,5.3340584
1607,"Erichem","Buren","Gelderland",51.8999593,5.3486729
1608,"Ravenswaaij","Buren","Gelderland",51.95201,5.3271725
1609,"Everdingen","Vijfheerenlanden","Utrecht",51.9651631,5.1556903
1610,"Zijderveld","Vijfheerenlanden","Utrecht",51.9434316,5.1390481
1611,"Hagestein","Vijfheerenlanden","Utrecht",51.9806962,5.1222922
1612,"Hei- en Boeicop","Vijfheerenlanden","Zuid-Holland",51.9446455,5.0819124
1613,"Lexmond","Vijfheerenlanden","Zuid-Holland",51.9633397,5.0363307
1614,"Vianen","Vijfheerenlanden","Utrecht",51.9924967,5.0928772
1618,"Leerdam","Vijfheerenlanden","Zuid-Holland",51.8909084,5.0895432
1622,"Schoonrewoerd","Vijfheerenlanden","Zuid-Holland",51.9220123,5.1184369
1623,"Asperen","West Betuwe","Gelderland",51.8812375,5.1127984
1624,"Acquoy","West Betuwe","Gelderland",51.8794348,5.1346229
1625,"Rhenoy","West Betuwe","Gelderland",51.8824694,5.1547505
1626,"Beesd","West Betuwe","Gelderland",51.8874751,5.1940016
1627,"Gellicum","West Betuwe","Gelderland",51.8769615,5.1557083
1628,"Rumpt","West Betuwe","Gelderland",51.8829567,5.1797875
1629,"Enspijk","West Betuwe","Gelderland",51.8834486,5.2113753
1630,"Deil","West Betuwe","Gelderland",51.8852281,5.2444122
1631,"Heukelum","West Betuwe","Gelderland",51.8715098,5.0740528
1632,"Oosterwijk","Vijfheerenlanden","Zuid-Holland",51.878744,5.0786707
1633,"Herwijnen","West Betuwe","Gelderland",51.8791273,5.4075345
1635,"Hellouw","West Betuwe","Gelderland",51.8277306,5.1774625
1636,"Haaften","West Betuwe","Gelderland",51.8176296,5.2116242
1637,"Tuil","West Betuwe","Gelderland",51.8226459,5.2398093
1638,"Waardenburg","West Betuwe","Gelderland",51.8328712,5.2799598
1640,"Neerijnen","West Betuwe","Gelderland",51.8319019,5.2793557
1641,"Opijnen","West Betuwe","Gelderland",51.826866,5.2979789
1642,"Est","West Betuwe","Gelderland",51.8519987,5.3127915
1643,"Geldermalsen","West Betuwe","Gelderland",51.8817861,5.2824223
1645,"Meteren","West Betuwe","Gelderland",51.863947,5.2813551
1646,"Tricht","West Betuwe","Gelderland",51.8901708,5.2655795
1647,"Buurmalsen","West Betuwe","Gelderland",51.8927468,5.2935555
1648,"Gorinchem","Gorinchem","Zuid-Holland",51.8294989,4.9743846
1656,"Schelluinen","Molenlanden","Zuid-Holland",51.8419281,4.9253392
1657,"Spijk","West Betuwe","Gelderland",51.8557688,5.0077464
1659,"Dalem","Gorinchem","Zuid-Holland",51.8264014,5.0070217
1660,"Vuren","West Betuwe","Gelderland",51.8244417,5.0477201
1661,"Hoogblokland","Molenlanden","Zuid-Holland",51.8744633,4.9753367
1662,"Hoornaar","Molenlanden","Zuid-Holland",51.8818928,4.9446089
1663,"Noordeloos","Molenlanden","Zuid-Holland",51.9041025,4.944463
1664,"Meerkerk","Vijfheerenlanden","Zuid-Holland",52.3004603,4.9667026
1666,"Ameide","Vijfheerenlanden","Zuid-Holland",51.9543595,4.9624281
1668,"Arkel","Molenlanden","Zuid-Holland",52.0662691,4.5306763
1670,"Nieuwland","Vijfheerenlanden","Zuid-Holland",51.9011115,5.0150939
1671,"Leerbroek","Vijfheerenlanden","Zuid-Holland",51.9085296,5.0509421
1672,"Kedichem","Vijfheerenlanden","Zuid-Holland",51.859547,5.0500158
1673,"Werkendam","Altena","Noord-Brabant",51.8065547,4.8967858
1675,"Sleeuwijk","Altena","Noord-Brabant",51.810891,4.9511788
1676,"Nieuwendijk","Altena","Noord-Brabant",51.7704114,4.9219419
1677,"Wijk en Aalburg","Altena","Noord-Brabant",51.7606454,5.1310032
1679,"Veen",,"Noord-Brabant",51.7793516,5.1077955
1680,"Genderen","Altena","Noord-Brabant",51.7359282,5.0894323
1681,"Eethen","Altena","Noord-Brabant",51.7330603,5.0525521
1682,"Drongelen","Altena","Noord-Brabant",51.715221,5.0535523
1683,"Meeuwen","Altena","Noord-Brabant",51.728317,5.0090627
1684,"BabyloniÃ«nbroek","Altena","Noord-Brabant",51.75,5.05
1685,"Dussen","Altena","Noord-Brabant",51.7300853,4.9636688
1686,"Hank","Altena","Noord-Brabant",51.734558,4.8959349
1687,"Andel","Altena","Noord-Brabant",51.6892054,5.0452106
1689,"Giessen","Altena","Noord-Brabant",51.7906305,5.030891
1691,"Woudrichem","Altena","Noord-Brabant",51.8170069,5.0037508
1692,"Almkerk","Altena","Noord-Brabant",51.7719653,4.9609986
1693,"Waardhuizen","Altena","Noord-Brabant",51.7768855,5.0074388
1694,"Uitwijk","Altena","Noord-Brabant",51.7856212,5.0071044
1695,"Zierikzee","Schouwen-Duiveland","Zeeland",51.6471762,3.9188477
1699,"Ouwerkerk","Schouwen-Duiveland","Zeeland",51.6260288,3.9834204
1700,"Nieuwerkerk","Schouwen-Duiveland","Zeeland",51.6496411,4.0004632
1701,"Oosterland","Schouwen-Duiveland","Zeeland",51.6501195,4.0375444
1702,"Sirjansland","Schouwen-Duiveland","Zeeland",51.6762875,4.0312695
1703,"Bruinisse","Schouwen-Duiveland","Zeeland",51.6237543,4.1903715
1705,"Dreischor","Schouwen-Duiveland","Zeeland",51.689295,3.9831787
1706,"Zonnemaire","Schouwen-Duiveland","Zeeland",51.7130521,3.9518196
1707,"Noordgouwe","Schouwen-Duiveland","Zeeland",51.6934407,3.9382807
1708,"Brouwershaven","Schouwen-Duiveland","Zeeland",51.7253972,3.9121993
1709,"Kerkwerve","Schouwen-Duiveland","Zeeland",51.685601,3.8995116
1710,"Scharendijke","Schouwen-Duiveland","Zeeland",51.7357017,3.8446523
1711,"Ellemeet","Schouwen-Duiveland","Zeeland",51.7297274,3.8158588
1712,"Renesse","Schouwen-Duiveland","Zeeland",51.73129,3.771445
1713,"Noordwelle","Schouwen-Duiveland","Zeeland",51.7180023,3.7923999
1714,"Serooskerke","Schouwen-Duiveland","Zeeland",51.7017905,3.8147897
1715,"Burgh-Haamstede","Schouwen-Duiveland","Zeeland",51.695833,3.743333
1716,"Middelburg","Middelburg","Zeeland",51.496765,3.5971822
1725,"Nieuw en Sint Joosland","Middelburg","Zeeland",51.4834686,3.6583794
1726,"Arnemuiden","Middelburg","Zeeland",51.513446,3.7308001
1728,"Veere","Veere","Zeeland",51.5482937,3.6660061
1729,"Gapinge","Veere","Zeeland",51.5438497,3.6242172
1731,"Vrouwenpolder","Veere","Zeeland",51.5772562,3.6187496
1732,"Oostkapelle","Veere","Zeeland",51.567147,3.5525823
1733,"Domburg","Veere","Zeeland",51.5634575,3.4998639
1734,"Westkapelle","Veere","Zeeland",51.5184166,3.4519334
1736,"Aagtekerke","Veere","Zeeland",51.5466135,3.511869
1737,"Grijpskerke","Veere","Zeeland",51.5336858,3.5624386
1738,"Meliskerke","Veere","Zeeland",51.5140606,3.5097681
1739,"Koudekerke","Veere","Zeeland",51.4687704,3.5243139
1741,"Biggekerke","Veere","Zeeland",51.4997479,3.5243893
1742,"Zoutelande","Veere","Zeeland",51.5023416,3.4867275
1743,"Vlissingen","Vlissingen","Zeeland",51.4483479,3.5696039
1751,"Oost-Souburg","Vlissingen","Zeeland",51.467957,3.6055656
1752,"Ritthem","Vlissingen","Zeeland",51.4513474,3.6260148
1753,"Yerseke","Reimerswaal","Zeeland",51.4927155,4.0497668
1755,"Rilland","Reimerswaal","Zeeland",51.4168703,4.1808409
1756,"Krabbendijke","Reimerswaal","Zeeland",51.4308295,4.1121385
1757,"Waarde","Reimerswaal","Zeeland",51.4184562,4.0681591
1758,"Oostdijk","Reimerswaal","Zeeland",51.4435618,4.0789366
1759,"Kruiningen","Reimerswaal","Zeeland",51.4488556,4.034088
1760,"Hansweert","Reimerswaal","Zeeland",51.4491458,4.0043985
1761,"Kapelle","Kapelle","Zeeland",51.4864301,3.957104
1763,"Schore","Kapelle","Zeeland",51.4626485,3.998334
1764,"Wemeldinge","Kapelle","Zeeland",51.5167534,3.9964784
1765,"'s-Gravenpolder","Borsele","Zeeland",51.4585553,3.9041631
1767,"Hoedekenskerke","Borsele","Zeeland",51.424627,3.9130838
1768,"Kwadendamme","Borsele","Zeeland",51.4332889,3.8775952
1769,"Baarland","Borsele","Zeeland",51.4083744,3.8829049
1770,"Oudelande","Borsele","Zeeland",51.411102,3.8528273
1771,"Ellewoutsdijk","Borsele","Zeeland",51.3891882,3.8160041
1772,"Driewegen","Borsele","Zeeland",51.4183279,3.8029224
1773,"Ovezande","Borsele","Zeeland",51.4297919,3.8216803
1774,"Nisse","Borsele","Zeeland",51.4557231,3.8518473
1775,"'s-Heer-Abtskerke","Borsele","Zeeland",51.470885,3.8817753
1776,"Heinkenszand","Borsele","Zeeland",51.482204,3.797621
1778,"'s-Heerenhoek","Borsele","Zeeland",51.4530498,3.7697674
1779,"Borssele","Borsele","Zeeland",51.4256645,3.7336697
1780,"Nieuwdorp","Borsele","Zeeland",51.4705122,3.7403466
1781,"Lewedorp","Borsele","Zeeland",51.4951309,3.7501853
1782,"'s-Heer-Arendskerke","Goes","Zeeland",51.4916391,3.8231764
1783,"Goes","Goes","Zeeland",51.4997323,3.8861125
1789,"Wolphaartsdijk","Goes","Zeeland",51.5299685,3.8218161
1790,"'s-Heer-Hendrikskinderen","Goes","Zeeland",51.5023009,3.8613904
1791,"Kattendijke","Goes","Zeeland",51.5233235,3.9444848
1792,"Wilhelminadorp","Goes","Zeeland",51.5292075,3.8968798
1793,"Kloetinge","Goes","Zeeland",51.5070314,3.9338321
1795,"Kortgene","Noord-Beveland","Zeeland",51.5578335,3.8031359
1796,"Kats","Noord-Beveland","Zeeland",51.5679227,3.8860162
1797,"Colijnsplaat","Noord-Beveland","Zeeland",51.5993241,3.8500147
1798,"Wissenkerke","Noord-Beveland","Zeeland",51.5691895,3.7553825
1800,"Kamperland","Noord-Beveland","Zeeland",51.5706508,3.7022927
1801,"Geersdijk","Noord-Beveland","Zeeland",51.5646664,3.7706136
1802,"Oostburg","Sluis","Zeeland",51.3254841,3.4908192
1804,"Groede","Sluis","Zeeland",51.3787644,3.5065781
1805,"Nieuwvliet","Sluis","Zeeland",51.3719096,3.4733429
1806,"Zuidzande","Sluis","Zeeland",51.341308,3.4517718
1807,"Cadzand","Sluis","Zeeland",51.3692317,3.4077694
1808,"Schoondijke","Sluis","Zeeland",51.3540194,3.5556505
1809,"Waterlandkerkje","Sluis","Zeeland",51.3191569,3.5598595
1810,"Breskens","Sluis","Zeeland",51.403198,3.5408837
1812,"Hoofdplaat","Sluis","Zeeland",51.3697876,3.6615801
1813,"IJzendijke","Sluis","Zeeland",51.3217174,3.6167632
1814,"Biervliet","Terneuzen","Zeeland",51.3269506,3.6889172
1817,"Sluis","Sluis","Zeeland",51.3086558,3.3879195
1818,"Retranchement","Sluis","Zeeland",51.3481316,3.3852526
1819,"Aardenburg","Sluis","Zeeland",51.2742727,3.4453328
1820,"Sint Kruis","Sluis","Zeeland",51.272565,3.4950273
1821,"Eede","Sluis","Zeeland",51.2468297,3.4431473
1822,"Terneuzen","Terneuzen","Zeeland",51.3379494,3.8313925
1830,"Spui","Terneuzen","Zeeland",51.2977464,3.8782696
1831,"Sluiskil","Terneuzen","Zeeland",51.2963197,3.8511559
1833,"Hoek","Terneuzen","Zeeland",51.3116932,3.7807246
1834,"Zaamslag","Terneuzen","Zeeland",51.3127295,3.911686
1835,"Sas van Gent","Terneuzen","Zeeland",51.2258071,3.7976272
1837,"Philippine","Terneuzen","Zeeland",51.2826839,3.7587171
1838,"Westdorpe","Terneuzen","Zeeland",51.2335278,3.8303218
1839,"Hulst","Hulst","Zeeland",51.2796743,4.0543421
1842,"Sint Jansteen","Hulst","Zeeland",51.2631795,4.0486905
1843,"Kapellebrug","Hulst","Zeeland",51.2543768,4.0650501
1844,"Heikant","Hulst","Zeeland",51.2522521,4.0342834
1845,"Clinge","Hulst","Zeeland",51.2693961,4.0888417
1846,"Nieuw-Namen","Hulst","Zeeland",51.2937002,4.1613557
1847,"Graauw","Hulst","Zeeland",51.3301724,4.1047304
1848,"Axel","Terneuzen","Zeeland",51.2588941,3.9100399
1850,"Zuiddorpe","Terneuzen","Zeeland",51.2345512,3.903091
1851,"Overslag","Terneuzen","Zeeland",51.2031259,3.8914575
1852,"Koewacht","Terneuzen","Zeeland",51.2293853,3.9680779
1853,"Vogelwaarde","Hulst","Zeeland",51.3247316,3.9775618
1854,"Ter Hole","Hulst","Zeeland",51.3161628,4.0368113
1855,"Kuitaart","Hulst","Zeeland",51.3419995,4.0344976
1856,"Hengstdijk","Hulst","Zeeland",51.344126,3.9959942
1857,"Lamswaarde","Hulst","Zeeland",51.3436222,4.0559661
1858,"Kloosterzande","Hulst","Zeeland",51.3693216,4.0131792
1859,"Walsoorden","Hulst","Zeeland",51.3814114,4.0276265
1860,"Ossenisse","Hulst","Zeeland",51.3884661,3.9804612
1861,"Bergen op Zoom","Bergen op Zoom","Noord-Brabant",51.4932152,4.2902202
1876,"Hoogerheide","Woensdrecht","Noord-Brabant",51.4058609,4.3345061
1878,"Woensdrecht","Woensdrecht","Noord-Brabant",51.4292475,4.3047078
1879,"Huijbergen","Woensdrecht","Noord-Brabant",51.4330637,4.3779637
1880,"Ossendrecht","Woensdrecht","Noord-Brabant",51.4058609,4.3345061
1882,"Putte","Woensdrecht","Noord-Brabant",51.358896,4.3957354
1883,"Steenbergen","Steenbergen","Noord-Brabant",51.627894,4.399958
1886,"De Heen","Steenbergen","Noord-Brabant",51.6103141,4.2724967
1887,"Halsteren","Bergen op Zoom","Noord-Brabant",51.5284213,4.2788105
1889,"Lepelstraat","Bergen op Zoom","Noord-Brabant",51.5495719,4.2767692
1890,"Dinteloord","Steenbergen","Noord-Brabant",51.627894,4.399958
1892,"Sint Philipsland","Tholen","Zeeland",51.6167888,4.16795
1893,"Nieuw-Vossemeer","Steenbergen","Noord-Brabant",51.5896321,4.2179697
1894,"Tholen","Tholen","Zeeland",51.538619,4.1901932
1896,"Poortvliet","Tholen","Zeeland",51.5446862,4.143358
1897,"Scherpenisse","Tholen","Zeeland",51.5463105,4.1040252
1898,"Sint Maartensdijk","Tholen","Zeeland",51.5491448,4.0767226
1899,"Stavenisse","Tholen","Zeeland",51.5861025,4.0122135
1900,"Sint Annaland","Tholen","Zeeland",51.5998713,4.1033185
1901,"Oud-Vossemeer","Tholen","Zeeland",51.5705615,4.198129
1902,"Roosendaal","Roosendaal","Noord-Brabant",51.5488875,4.4293118
1911,"Nispen","Roosendaal","Noord-Brabant",51.4864749,4.4532481
1912,"Sint Willebrord","Rucphen","Noord-Brabant",51.5517785,4.5897498
